egoid, lanePos, lateralPos, speed, acce
lane1.1, 256.49014755666246, 2.9499999999999993, 25.000000000000036, -3.999999999999986
lane1.1, 258.9701475566625, 2.8499999999999996, 24.600000000000037, -3.999999999999986
lane1.1, 261.4101475566625, 2.749999999999999, 24.20000000000004, -3.999999999999986
lane1.1, 263.81014755666246, 2.6499999999999995, 23.80000000000004, -3.999999999999986
lane1.1, 266.17014755666247, 2.5499999999999994, 23.40000000000004, -3.999999999999986
lane1.1, 268.49014755666246, 2.4499999999999993, 23.000000000000043, -3.999999999999986
lane1.1, 270.7701475566625, 2.349999999999999, 22.600000000000044, -3.999999999999986
lane1.1, 273.0101475566625, 2.249999999999999, 22.200000000000045, -3.999999999999986
lane1.1, 275.2101475566625, 2.1499999999999995, 21.800000000000047, -3.999999999999986
lane1.1, 277.3701475566625, 2.0499999999999994, 21.40000000000005, -3.999999999999986
lane1.1, 279.4901475566625, 1.9599999999999993, 21.00000000000005, -3.999999999999986
lane1.1, 281.5701475566625, 1.8799999999999994, 20.60000000000005, -3.999999999999986
lane1.1, 283.6101475566625, 1.8099999999999994, 20.200000000000053, -3.999999999999986
lane1.1, 285.6101475566625, 1.7499999999999993, 19.800000000000054, -3.999999999999986
lane1.1, 287.5701475566625, 1.6999999999999993, 19.400000000000055, -3.999999999999986
lane1.1, 289.4901475566625, 1.6599999999999993, 19.000000000000057, -3.999999999999986
lane1.1, 291.39014755666255, 1.6299999999999992, 19.000000000000057, 0.0
lane1.1, 293.29014755666253, 1.6099999999999992, 19.000000000000057, 0.0
lane1.1, 295.1901475566625, 1.5999999999999992, 19.000000000000057, 0.0
lane1.1, 297.0901475566625, 1.5999999999999992, 19.000000000000057, 0.0
lane1.1, 298.99014755666246, 1.5999999999999992, 19.000000000000057, 0.0
lane1.1, 300.89014755666244, 1.5999999999999992, 19.000000000000057, 0.0
lane1.1, 302.7901475566624, 1.5999999999999992, 19.000000000000057, 0.0
lane1.1, 304.6901475566624, 1.5999999999999992, 19.000000000000057, 0.0
lane1.1, 306.5901475566624, 1.5999999999999992, 19.000000000000057, 0.0
lane1.1, 308.49014755666235, 1.5999999999999992, 19.000000000000057, 0.0
lane1.1, 310.3901475566623, 1.5999999999999992, 19.000000000000057, 0.0
lane1.1, 312.2901475566623, 1.5999999999999992, 19.000000000000057, 0.0
lane1.1, 314.1901475566623, 1.5999999999999992, 19.000000000000057, 0.0
lane1.1, 316.09014755666226, 1.5999999999999992, 19.000000000000057, 0.0
lane1.1, 317.99014755666224, 1.5999999999999992, 19.000000000000057, 0.0
lane1.1, 319.8901475566622, 1.5999999999999992, 19.000000000000057, 0.0
lane1.1, 321.7901475566622, 1.5999999999999992, 19.000000000000057, 0.0
lane1.1, 323.69014755666217, 1.5999999999999992, 19.000000000000057, 0.0
lane1.1, 325.59014755666215, 1.5999999999999992, 19.000000000000057, 0.0
lane1.1, 327.4901475566621, 1.5999999999999992, 19.000000000000057, 0.0
lane1.1, 329.3901475566621, 1.5999999999999992, 19.000000000000057, 0.0
lane1.1, 331.2901475566621, 1.5999999999999992, 19.000000000000057, 0.0
lane1.1, 333.19014755666205, 1.5999999999999992, 19.000000000000057, 0.0
lane1.1, 335.09014755666203, 1.5999999999999992, 19.000000000000057, 0.0
lane1.1, 336.990147556662, 1.5999999999999992, 19.000000000000057, 0.0
lane1.1, 338.890147556662, 1.5999999999999992, 19.000000000000057, 0.0
lane1.1, 340.79014755666196, 1.5999999999999992, 19.000000000000057, 0.0
lane1.1, 342.69014755666194, 1.5999999999999992, 19.000000000000057, 0.0
lane1.1, 344.5901475566619, 1.5999999999999992, 19.000000000000057, 0.0
lane1.1, 346.4901475566619, 1.5999999999999992, 19.000000000000057, 0.0
lane1.1, 348.3901475566619, 1.5999999999999992, 19.000000000000057, 0.0
lane1.1, 350.29014755666185, 1.5999999999999992, 19.000000000000057, 0.0
lane1.1, 352.1901475566618, 1.5999999999999992, 19.000000000000057, 0.0
lane1.1, 354.0901475566618, 1.5999999999999992, 19.000000000000057, 0.0
lane1.1, 355.9901475566618, 1.5999999999999992, 19.000000000000057, 0.0
lane1.1, 357.89014755666176, 1.5999999999999992, 19.000000000000057, 0.0
lane1.1, 359.79014755666174, 1.5999999999999992, 19.000000000000057, 0.0
lane1.1, 361.6901475566617, 1.5999999999999992, 19.000000000000057, 0.0
lane1.1, 363.5901475566617, 1.5999999999999992, 19.000000000000057, 0.0
lane1.1, 365.49014755666167, 1.5999999999999992, 19.000000000000057, 0.0
lane1.1, 367.39014755666165, 1.5999999999999992, 19.000000000000057, 0.0
lane1.1, 369.2901475566616, 1.5999999999999992, 19.000000000000057, 0.0
lane1.1, 371.1901475566616, 1.5999999999999992, 19.000000000000057, 0.0
lane1.1, 373.0901475566616, 1.5999999999999992, 19.000000000000057, 0.0
lane1.1, 374.99014755666155, 1.5999999999999992, 19.000000000000057, 0.0
lane1.1, 376.89014755666153, 1.5999999999999992, 19.000000000000057, 0.0
lane1.1, 378.7901475566615, 1.5999999999999992, 19.000000000000057, 0.0
