egoid, lanePos, latPos, speed, latSpeed, lcState
lane2.6, 132.6332195401466, 7.64, 30.206743589557274, -0.8000000000000007, 388
lane2.6, 135.65367844247962, 7.55, 30.20243445710285, -0.8999999999999986, 388
lane2.6, 138.67371306130633, 7.45, 30.198257919431292, -0.9999999999999964, 388
lane2.6, 141.6933363854321, 7.35, 30.194208563084388, -1.0000000000000053, 388
lane2.6, 144.71256087268688, 7.25, 30.19028118201086, -0.9999999999999964, 388
lane2.6, 147.72495535126035, 7.15, 30.057608389458345, -0.9999999999999964, 388
lane2.6, 150.7243950418367, 7.05, 29.931185422068488, -1.0000000000000053, 388
lane2.6, 153.71148402958167, 6.95, 29.810594332831027, -0.9999999999999964, 388
lane2.6, 156.68678633189154, 6.85, 29.695451713366133, -1.0000000000000053, 388
lane2.6, 159.6508291738928, 6.75, 29.585405126658966, -0.9999999999999964, 388
lane2.6, 162.60410592954923, 6.6499999999999995, 29.480129986469723, -1.0000000000000053, 388
lane2.6, 165.54707876978458, 6.55, 29.37932681823736, -0.9999999999999964, 388
lane2.6, 168.48018105305061, 6.449999999999999, 29.282718847083302, -1.0000000000000053, 388
lane2.6, 171.4038194887709, 6.3500000000000005, 29.190049867322028, -0.9999999999999876, 388
lane2.6, 174.318376099892, 6.25, 29.101082355100065, -1.0000000000000053, 388
lane2.6, 177.205984335402, 6.15, 28.651082355100066, -0.9999999999999964, 388
lane2.6, 180.048592570912, 6.05, 28.201082355100066, -1.0000000000000053, 388
lane2.6, 182.84620080642202, 5.95, 27.751082355100067, -0.9999999999999964, 388
lane2.6, 185.59880904193201, 5.859999999999999, 27.301082355100068, -0.9000000000000075, 388
lane2.6, 188.30641727744202, 5.779999999999999, 26.85108235510007, -0.8000000000000007, 388
lane2.6, 190.96902551295204, 5.71, 26.40108235510007, -0.699999999999994, 388
lane2.6, 193.58663374846205, 5.6499999999999995, 25.95108235510007, -0.600000000000005, 388
lane2.6, 196.15924198397207, 5.6, 25.50108235510007, -0.4999999999999982, 388
lane2.6, 198.68685021948207, 5.56, 25.05108235510007, -0.40000000000000036, 388
lane2.6, 201.16945845499208, 5.529999999999999, 24.601082355100072, -0.3000000000000025, 388
lane2.6, 203.60706669050208, 5.51, 24.151082355100073, -0.19999999999999574, 388
lane2.6, 205.9996749260121, 5.5, 23.701082355100073, -0.09999999999999787, 388
lane2.6, 208.34728316152209, 5.5, 23.251082355100074, 0.0, 10628
lane2.6, 210.6498913970321, 5.5, 22.801082355100075, 0.0, 10628
lane2.6, 212.9074996325421, 5.5, 22.351082355100075, 0.0, 10628
lane2.6, 215.12010786805212, 5.5, 21.901082355100076, 0.0, 10628
lane2.6, 217.28771610356213, 5.5, 21.451082355100077, 0.0, 10628
lane2.6, 219.41032433907213, 5.5, 21.001082355100078, 0.0, 2436
lane2.6, 221.49579599075798, 5.5, 20.708350678616647, 0.0, 2436
lane2.6, 223.55690883639744, 5.5, 20.513906234172204, 0.0, 2436
lane2.6, 225.59857723759245, 5.5, 20.31946178972776, 0.0, 2436
lane2.6, 227.62080119434302, 5.5, 20.125017345283318, 0.0, 2436
lane2.6, 229.62358070664914, 5.5, 19.930572900838875, 0.0, 2436
lane2.6, 231.6069157745108, 5.489999999999999, 19.736128456394432, -0.10000000000000675, 388
lane2.6, 233.59112157542052, 5.47, 19.94798756179958, -0.19999999999999574, 388
lane2.6, 235.5963875718182, 5.4399999999999995, 20.15733236615416, -0.3000000000000025, 388
lane2.6, 237.62245824842614, 5.3999999999999995, 20.36408116600442, -0.40000000000000036, 388
lane2.6, 239.66907002459908, 5.35, 20.568154357454585, -0.4999999999999982, 388
lane2.6, 241.73595147384933, 5.289999999999999, 20.769474627550466, -0.600000000000005, 388
lane2.6, 243.82282356242408, 5.22, 20.967967143944573, -0.699999999999994, 2436
lane2.6, 245.9098980545963, 5.14, 20.77352269950013, -0.8000000000000007, 388
lane2.6, 247.99717533264544, 5.049999999999999, 20.972022861482355, -0.9000000000000075, 388
lane2.6, 250.10415806630667, 4.949999999999999, 21.167631811742, -0.9999999999999964, 388
lane2.6, 252.23055369418168, 4.85, 21.360280745758228, -0.9999999999999964, 388
lane2.6, 254.3760629237749, 4.749999999999999, 21.54990384610592, -1.0000000000000053, 388
lane2.6, 256.54038003858676, 4.6499999999999995, 21.736438450131097, -0.9999999999999964, 388
lane2.6, 258.70430166137766, 4.549999999999999, 21.541994005686654, -1.0000000000000053, 388
lane2.6, 260.86783813005644, 4.459999999999999, 21.72873536788892, -0.8999999999999986, 388
lane2.6, 263.0498919138349, 4.379999999999999, 21.912340307680658, -0.8000000000000007, 388
lane2.6, 265.25014658115015, 4.31, 22.092753038623353, -0.699999999999994, 388
lane2.6, 267.44969966279024, 4.249999999999999, 21.89830859417891, -0.600000000000005, 388
lane2.6, 269.6485673045721, 4.199999999999999, 22.07904424145803, -0.4999999999999982, 388
lane2.6, 271.8653468883943, 4.159999999999999, 22.256547434985517, -0.40000000000000036, 388
lane2.6, 274.0997127361531, 4.129999999999999, 22.430769520190104, -0.3000000000000025, 388
lane2.6, 276.3330674659499, 4.109999999999999, 22.23632507574566, -0.19999999999999574, 388
lane2.6, 278.5654335660066, 4.1, 22.410996925388275, -0.09999999999999787, 388
lane2.6, 280.8151011537209, 4.079999999999999, 22.58235482889739, -0.20000000000000462, 388
lane2.6, 283.06967117933095, 4.049999999999999, 22.509045683304418, -0.3000000000000025, 388
lane2.6, 285.31784263076776, 4.009999999999999, 22.454383345432117, -0.40000000000000036, 388
lane2.6, 287.5613036860624, 3.959999999999999, 22.414837760461005, -0.4999999999999982, 388
lane2.6, 289.8014294623598, 3.899999999999999, 22.38767776548705, -0.6000000000000005, 388
lane2.6, 292.03935102819827, 3.829999999999999, 22.37075355128259, -0.6999999999999984, 388
lane2.6, 294.27600608751857, 3.749999999999999, 22.36234763512313, -0.8000000000000007, 388
lane2.6, 296.51217697648445, 3.659999999999999, 22.36107014419444, -0.900000000000003, 388
lane2.6, 298.7485196634574, 3.5599999999999987, 22.365783595263988, -1.0000000000000009, 388
lane2.6, 300.9855862335644, 3.4599999999999986, 22.37554780687639, -1.0000000000000009, 388
lane2.6, 303.2238618907912, 3.3599999999999985, 22.389965337659838, -1.0000000000000009, 388
lane2.6, 305.4637940121296, 3.2599999999999985, 22.40867708910812, -1.0000000000000009, 388
lane2.6, 307.70579569521516, 3.159999999999998, 22.431356572602574, -1.0000000000000053, 388
lane2.6, 309.95110264952524, 3.059999999999998, 22.474782513599088, -1.0000000000000009, 1073741824
lane2.6, 312.20161615349224, 2.9599999999999977, 22.53548756574111, -1.0000000000000009, 1073741824
lane2.6, 314.45892370187136, 2.8599999999999977, 22.610663401841745, -1.0000000000000009, 1073741824
lane2.6, 316.72435714112225, 2.7599999999999976, 22.698005383176202, -1.0000000000000009, 1073741824
lane2.6, 318.9990374127921, 2.6699999999999973, 22.795600050221424, -0.900000000000003, 1073741824
lane2.6, 321.28390951664414, 2.589999999999997, 22.90184202681928, -0.8000000000000007, 1073741824
lane2.6, 323.579770197669, 2.5199999999999974, 23.01537159367844, -0.6999999999999984, 1073741824
lane2.6, 325.8872901314209, 2.4599999999999973, 23.13502708135993, -0.6000000000000005, 1073741824
lane2.6, 328.2067649724066, 2.4099999999999975, 23.254469738353677, -0.4999999999999982, 1073741824
lane2.6, 330.5379676739143, 2.3699999999999974, 23.36958429180073, -0.40000000000000036, 1073741824
lane2.6, 332.8804730539933, 2.339999999999997, 23.480523309779194, -0.3000000000000025, 1073741824
lane2.6, 335.23387109334624, 2.319999999999997, 23.587437477279945, -0.20000000000000018, 1073741824
lane2.6, 337.59776671734437, 2.309999999999997, 23.690475002682813, -0.10000000000000231, 1073741824
lane2.6, 339.97177952492956, 2.299999999999997, 23.789781149021167, -0.09999999999999787, 1073741824
lane2.6, 342.35554347577687, 2.299999999999997, 23.885497867925153, 0.0, 1073741824
lane2.6, 344.7487065450972, 2.299999999999997, 23.977763518482064, 0.0, 1073741824
lane2.6, 347.150930353852, 2.299999999999997, 24.066712656614214, 0.0, 1073741824
lane2.6, 349.56188978084265, 2.299999999999997, 24.152475883198555, 0.0, 1073741824
lane2.6, 351.9812725620635, 2.299999999999997, 24.235179741219216, 0.0, 1073741824
lane2.6, 354.4087788818189, 2.299999999999997, 24.314946653888228, 0.0, 1073741824
lane2.6, 356.8441209593628, 2.299999999999997, 24.39189489698961, 0.0, 1073741824
lane2.6, 359.28702263420087, 2.299999999999997, 24.466138599771945, 0.0, 1073741824
lane2.6, 361.73721895266897, 2.299999999999997, 24.537787769589677, 0.0, 1073741824
lane2.6, 364.19445575795925, 2.299999999999997, 24.606948336215563, 0.0, 1073741824
lane2.6, 366.6584892853874, 2.299999999999997, 24.673722212347737, 0.0, 1073741824
lane2.6, 369.1290857643717, 2.299999999999997, 24.73820736733888, 0.0, 1073741824
lane2.6, 371.6060210283187, 2.299999999999997, 24.80049791160076, 0.0, 1073741824
lane2.6, 374.0890801333737, 2.299999999999997, 24.860684189499423, 0.0, 1073741824
lane2.6, 376.578056986792, 2.299999999999997, 24.918852878865767, 0.0, 1073741824
lane2.6, 379.0727539855109, 2.299999999999997, 24.975087095512247, 0.0, 1073741824
lane2.6, 381.57298166535526, 2.299999999999997, 25.029466501375868, 0.0, 1073741824
lane2.6, 384.0785583611794, 2.299999999999997, 25.08206741510633, 0.0, 1073741824
lane2.6, 386.5893098781392, 2.299999999999997, 25.13296292409071, 0.0, 1073741824
lane2.6, 389.1156061705483, 2.299999999999997, 25.39296292409071, 0.0, 1073741824
